wgi_glacier_id, glacier_name, lat, lon, total_area, mean_elev, snow_line_date 
GS6C20307101, ,-59.448,-27.175,2.713,631, 
GS6C20307102, ,-59.462,-27.152,4.288,550, 
GS6C20307103, ,-59.476,-27.159,0.755,555, 
GS6C20307104, ,-59.468,-27.188,5.278,608, 
GS6C20307105, ,-59.455,-27.206,7.053,629, 
GS6C20307201, ,-59.442,-27.369,15.113,444, 
NO4W01450020, JOTUNFONNA,78.6,16.117,19,550, 
NO4W01450021, FROSTISEN,78.533,15.7,19.8,520, 
NO4W01460001, ,78.617,15.8,8,560, 
NO4W01610017, BISKAYERFONNA,79.783,12.283,13.6,350, 
NO4W01680036, ,79.233,16.5,8.2,1120, 
NO4W01690018, FLAISEN,79.933,16.333,18,320, 
NO4W01720005, BIVRASTFONNA,79.433,17.233,30.6,700, 
NO4W01740005, ,78.967,20.217,14.9,230, 
NO4W01740010, ,79.067,20.483,43.2,350, 
NO4W02110001, Stor¬yj¬kulen,80.008,28.083,29.1,140, 
NO4W02320001, De Geer Fonna,80.01,19.2,5.75,250, 
NO4W02420004, Ahlmannfonna W,80.117,22.65,15,340, 
NO4W02420005, U/Nordensk Va E,80.38,22.483,7,280, 
NO4W02510004, Ahlmannfonna E,80.117,22.65,15,340, 
NO4W05110001, Kvit¬yj¬kulen,80.183,32.333,705,200, 
NO6C30100002, Slakhallet,-54.421,3.403,24.433,318, 
NO6C30100003, Christensenbreen,-54.442,3.352,2.964,370, 
NP5O164A0002, ,29.939,80.875,0.15,5731, 
NP5O171A0088, ,29.877,81.347,0.07,5608, 
NP5O171A0090, ,29.875,81.345,0.09,5532, 
NP5O171A0128, ,29.663,81.481,0.17,5441, 
NP5O171A0129, ,29.66,81.482,0.28,5296, 
NP5O173BD222, ,29.956,82.023,0.22,5405, 
NP5O173BD223, ,29.954,82.021,0.33,5405, 
NP5O173BD374, ,29.745,82.285,0.48,5159, 
NP5O173C0006, ,29.71,82.352,0.19,5211, 
NP5O173C0008, ,29.696,82.389,0.15,5304, 
NP5O173C0009, ,29.694,82.398,0.02,5616, 
NP5O173C0080, ,29.761,82.725,0.12,6157, 
NP5O173C0167, ,29.352,82.937,0.09,5509, 
NP5O173C0177, ,29.39,82.806,0.1,5707, 
NP5O173C0214, ,29.492,82.658,0.1,5400, 
NP5O173C0215, ,29.492,82.656,0.09,5400, 
NP5O173C0246, ,29.474,82.473,0.37,5105, 
NP5O173C0248, ,29.474,82.446,0.23,5532, 
NP5O173D0005, ,29.449,82.449,0.46,5170, 
NP5O173D0015, ,29.475,82.475,0.13,5445, 
NP5O173D0040, ,29.305,82.305,0.37,5044, 
NP5O173D0044, ,29.283,82.283,0.25,6012, 
NP5O173D0046, ,29.255,82.255,0.25,5243, 
NP5O173D0047, ,29.253,82.253,0.06,5166, 
NP5O174A0013, ,29.269,82.61,0.07,5517, 
NP5O174A0047, ,29.4,82.74,0.22,5701, 
NP5O174A0050, ,29.391,82.753,0.19,5944, 
NP5O174A0054, ,29.291,82.725,0.55,6035, 
NP5O174A0055, ,29.289,82.732,0.96,6012, 
NP5O174A0078, ,29.112,82.769,0.74,5486, 
NP5O174A0079, ,29.104,82.777,0.46,5586, 
NP5O174A0080, ,29.106,82.792,0.26,5529, 
NP5O174A0107, ,29.197,82.903,0.15,5604, 
NP5O174A0108, ,29.207,82.904,0.36,6075, 
NP5O174A0139, ,29.282,82.955,0.08,5425, 
NP5O174A0144, ,29.281,82.958,0.05,5410, 
NP5O174A0147, ,29.291,82.977,0.07,5090, 
NP5O174A0148, ,29.289,82.98,0.06,5121, 
NP5O174A0179, ,29.118,83.066,0.78,5624, 
NP5O174A0184, ,29.039,83.269,0.18,5410, 
NP5O174A0201, ,28.98,83.169,0.1,5578, 
NP5O174A0215, ,28.957,83.306,0.1,5730, 
NP5O174A0220, ,28.938,83.312,0.13,5767, 
NP5O174A0221, ,28.935,83.319,0.14,5578, 
NP5O174A0225, ,28.956,83.307,0.06,5639, 
NP5O174A0227, ,28.994,83.299,0.14,5745, 
NP5O174A0233, ,29.092,83.323,0.06,5685, 
NP5O174A0235, ,29.19,83.433,0.17,5625, 
NP5O174A0237, ,29.212,83.45,0.25,5715, 
NP5O174A0238, ,29.2,83.475,0.1,5563, 
NP5O174A0243, ,29.148,83.676,0.14,5837, 
NP5O174A0285, ,28.997,83.547,0.11,5745, 
NP5O174A0292, ,28.898,83.52,0.1,5776, 
NP5O174A0312, ,29.036,83.435,0.17,5601, 
NP5O174A0394, ,28.834,83.176,0.33,5456, 
NP5O174A0403, ,28.789,83.129,0.14,5883, 
NP5O174A0410, ,28.836,83.078,0.05,5536, 
NP5O174A0414, ,28.797,83.019,0.46,5425, 
NP5O174A0415, ,28.802,83.008,0.24,5456, 
NP5O174A0416, ,28.802,82.999,0.28,5456, 
NP5O174A0449, ,28.838,82.626,0.41,5733, 
NP5O181D0004, ,28.663,83.328,0.66,5686, 
NP5O181D0024, ,28.615,83.447,0.35,5317, 
NP5O181D0026, ,28.606,83.464,0.26,5179, 
NP5O181D0042, ,28.686,83.535,0.14,7254, 
NP5O181D0046, ,28.712,83.541,0.55,6165, 
NP5O181D0051, ,28.772,83.574,0.12,5682, 
NP5O181D0052, ,28.775,83.573,0.19,5743, 
NP5O181D0067, ,28.771,83.558,0.35,5898, 
NP5O181D0185, ,29.061,83.681,0.1,6127, 
NP5O181D0186, ,29.062,83.682,0.09,6127, 
NP5O181D0203, ,29.1,83.734,0.14,6057, 
NP5O181D0234, ,29.189,83.705,0.1,5885, 
NP5O181D0235, ,29.18,83.723,0.17,5929, 
NP5O181D0239, ,29.209,83.74,0.22,6130, 
NP5O181D0274, ,29.252,83.838,0.11,6843, 
NP5O181D0281, ,29.273,83.856,0.16,6138, 
NP5O181D0299, ,28.941,84.135,0.31,7178, 
NP5O181D0335, ,28.857,84,0.1,5715, 
NP5O181D0336, ,28.862,84.001,0.11,5726, 
NP5O181D0363, ,28.703,83.736,0.71,5487, 
NP5O181D0370, ,28.655,83.73,0.39,6422, 
NP5O181D0371, ,28.643,83.708,0.04,6163, 
NP5O181D0372, ,28.646,83.718,0.37,5806, 
NP5O181D0374, ,28.643,83.757,0.38,5563, 
NP5O181D0385, ,28.621,83.814,0.36,5849, 
NP5O181D0388, ,28.61,83.799,0.73,5746, 
NP5O181D0392, ,28.58,83.771,0.48,6643, 
NP5O181E0004, ,28.509,83.85,0.26,6253, 
NP5O181E0006, ,28.512,83.852,0.35,6253, 
NP5O181E0018, ,28.562,83.893,0.06,5590, 
NP5O181E0020, ,28.587,83.887,0.19,6390, 
NP5O181E0022, ,28.572,83.93,0.25,5595, 
NP5O181E0029, Machhapuchhre,28.494,83.948,0.15,6849, 
NP5O181E0030, ,28.489,83.944,0.09,5441, 
NP5O182A0010, ,28.583,83.994,0.44,7420, 
NP5O182A0012, ,28.549,84.072,0.35,6477, 
NP5O182A0016, ,28.543,84.079,0.29,7041, 
NP5O182A0020, ,28.52,84.074,0.56,6725, 
NP5O183A0002, ,28.481,84.265,0.1,5715, 
NP5O183A0004, ,28.468,84.277,0.17,5447, 
NP5O183A0041, ,28.721,83.879,0.66,5898, 
NP5O183A0045, ,28.737,83.912,0.29,5669, 
NP5O183A0048, ,28.772,83.926,0.22,6168, 
NP5O183A0119, ,28.847,84.089,0.15,5883, 
NP5O183A0124, ,28.885,84.107,0.14,6230, 
NP5O183A0125, ,28.878,84.118,0.25,6021, 
NP5O183A0128, ,28.855,84.121,0.28,5851, 
NP5O183A0137, ,28.834,84.171,0.39,6244, 
NP5O183A0145, ,28.803,84.195,0.16,5639, 
NP5O183A0215, ,28.72,84.319,0.22,6229, 
NP5O183A0218, ,28.694,84.345,0.18,5989, 
NP5O183A0219, ,28.69,84.328,0.4,6337, 
NP5O183A0225, ,28.66,84.308,0.14,6743, 
NP5O183A0236, ,28.634,84.336,0.5,5555, 
NP5O183A0278, ,28.473,84.531,0.32,5307, 
NP5O183A0279, ,28.469,84.537,0.66,5307, 
NP5O183A0285, ,28.398,84.577,0.21,5258, 
NP5O183A0287, ,28.392,84.581,0.13,5197, 
NP5O183A0288, ,28.396,84.581,0.18,5197, 
NP5O183A0289, ,28.401,84.584,0.24,5349, 
NP5O183A0301, ,28.344,84.68,0.59,5371, 
NP5O183A0302, ,28.343,84.67,0.11,5319, 
NP5O183A0303, ,28.343,84.658,0.11,5266, 
NP5O183A0304, ,28.342,84.655,0.15,5266, 
NP5O183A0305, ,28.341,84.657,0.16,5266, 
NP5O183A0306, ,28.34,84.669,0.22,5319, 
NP5O183A0307, ,28.339,84.679,0.94,5371, 
NP5O183A0308, ,28.342,84.686,0.64,5371, 
NP5O183A0309, ,28.357,84.7,1.1,5624, 
NP5O183A0310, ,28.352,84.714,0.19,5265, 
NP5O183A0311, ,28.359,84.748,0.07,5227, 
NP5O184A0001, ,28.372,84.758,1.06,5410, 
NP5O184A0002, ,28.385,84.769,1.6,5410, 
NP5O184A0003, ,28.388,84.791,1.33,5410, 
NP5O184A0004, ,28.391,84.796,0.3,5410, 
NP5O184A0005, ,28.395,84.785,0.44,5304, 
NP5O184A0006, ,28.387,84.764,1.55,5410, 
NP5O184A0007, ,28.373,84.751,0.65,5410, 
NP5O184A0015, ,28.474,84.772,0.64,5413, 
NP5O184A0016, ,28.476,84.785,0.33,5319, 
NP5O184A0017, ,28.477,84.763,2.09,5398, 
NP5O184A0030, ,28.566,84.602,0.21,5592, 
NP5O184A0060, ,28.613,84.689,0.4,6130, 
NP5O184A0062, ,28.606,84.706,0.14,5700, 
NP5O184A0064, ,28.619,84.731,0.12,5888, 
NP5O184A0071, ,28.613,84.766,0.1,6040, 
NP5O184C0002, ,28.581,84.871,0.1,5737, 
NP5O184C0018, ,28.534,84.931,0.22,6126, 
NP5O184C0061, ,28.643,85.178,0.17,5689, 
NP5O184C0069, ,28.581,85.183,0.36,5141, 
NP5O184C0077, ,28.505,85.143,0.13,6082, 
NP5O184C0096, ,28.347,85.024,0.03,5649, 
NP5O184C0097, ,28.335,85.039,1.18,5786, 
NP5O184C0107, ,28.267,85.188,0.11,5730, 
NP5O185E0043, ,28.115,85.471,0.07,5159, 
NP5O191BA013, ,28.158,85.815,0.04,5547, 
NP5O191BA023, ,28.044,85.919,0.28,5121, 
NP5O191CC018, ,27.876,86.512,0.12,6652, 
NP5O191CC020, ,27.88,86.494,0.32,6309, 
NP5O191CC040, ,27.87,86.363,0.11,5197, 
NP5O191CC042, ,27.856,86.37,0.17,5212, 
NP5O191D0016, ,27.792,86.512,0.21,6072, 
NP5O191D0020, ,27.777,86.566,0.16,6325, 
NP5O191EA019, ,27.758,86.597,0.08,6591, 
NP5O191EA030, ,27.771,86.663,0.04,5729, 
NP5O191EA031, ,27.77,86.665,0.06,5653, 
NP5O191EA037, ,27.844,86.586,0.35,5834, 
NP5O191EA039, ,27.856,86.569,0.21,6437, 
NP5O191EA059, ,28.101,86.603,0.18,6325, 
NP5O191EA061, ,28.046,86.611,0.07,5959, 
NP5O191EA066, ,28.045,86.613,0.07,5959, 
NP5O191EA074, ,27.983,86.639,0.12,5456, 
NP5O191EA075, ,27.98,86.641,0.13,5456, 
NP5O191EA080, ,27.86,86.681,0.17,5456, 
NP5O191EA088, ,27.98,86.646,0.08,5471, 
NP5O191EA092, ,27.998,86.672,0.07,5654, 
NP5O191EA117, ,27.903,86.77,0.23,6050, 
NP5O191EA143, ,27.962,86.855,0.07,5837, 
NP5O191EA144, ,27.96,86.851,0.05,5624, 
NP5O191EA162, ,27.911,86.973,0.04,6355, 
NP5O191EA168, ,27.862,86.864,0.08,6683, 
NP5O191EA175, ,27.817,86.891,0.18,6253, 
NP5O191EA182, ,27.793,86.781,0.3,5902, 
NP5O191EB010, ,27.755,86.825,0.02,6736, 
NP5O191EB018, ,27.805,86.865,0.13,6172, 
NP5O191EB021, ,27.78,86.89,0.09,6047, 
NP5O191EB023, ,27.769,86.91,0.36,6299, 
NP5O191EB032, ,27.713,86.855,0.15,6084, 
NP5O192A0003, ,27.697,87.002,0.53,5697, 
NP5O192A0005, ,27.704,87.008,1.48,5651, 
NP5O192A0006, ,27.72,87.012,1.58,5721, 
NP5O192A0007, ,27.742,87.044,0.91,5706, 
NP5O192A0008, ,27.744,87.039,0.63,5706, 
NP5O192A0014, ,27.763,87.094,7.31,5832, 
NP5O192A0015, ,27.748,87.117,0.84,5639, 
NP5O192A0016, ,27.747,87.133,0.87,5674, 
NP5O193A0067, ,27.86,87.794,0.22,5578, 
NP5O193A0068, ,27.86,87.797,0.09,5578, 
NP5O193A0090, ,27.853,87.875,0.15,5486, 
NP5O193A0091, ,27.852,87.878,0.1,5715, 
NP5O193A0092, ,27.855,87.879,0.07,5715, 
NP5O193A0101, ,27.856,87.961,0.09,5700, 
NP5O193A0103, ,27.864,87.992,0.26,6271, 
NP5O193A0116, ,27.75,87.902,0.21,5974, 
NP5O193A0118, ,27.737,87.916,0.08,5776, 
NP5O193A0119, ,27.731,87.905,0.07,6126, 
NP5O193A0120, ,27.731,87.899,0.11,5654, 
NP5O193A0121, ,27.728,87.898,0.15,5745, 
NP5O193A0127, ,27.685,87.906,0.1,5182, 
NP5O193A0138, ,27.742,87.921,0.03,5989, 
NP5O193A0161, ,27.814,87.981,0.12,5989, 
NP5O193A0162, ,27.815,88.001,0.02,5867, 
NP5O193A0165, ,27.816,88.002,0.02,5883, 
NP5O193A0166, ,27.819,87.999,0.06,5883, 
NP5O193A0172, ,27.865,87.995,0.09,6317, 
NP5O193A0179, ,27.894,88.083,0.44,6443, 
NP5O193A0180, ,27.841,88.058,0.09,6091, 
NP5O193A0186, ,27.824,88.103,0.37,6765, 
NP5O193A0187, ,27.808,88.072,0.1,5916, 
NP5O193A0190, ,27.815,88.115,0.21,6267, 
NP5O193A0196, ,27.774,88.175,0.31,6655, 
NP5O193A0204, ,27.771,88.051,0.05,5942, 
NP5O193A0205, ,27.769,88.05,0.04,5927, 
NP5O193A0212, ,27.734,88.008,0.15,5471, 
NP5O193A0215, ,27.708,88.088,0.46,7198, 
NP5O193A0216, ,27.691,88.07,0.13,6355, 
NP5O193A0223, ,27.672,88.006,0.09,6294, 
NP5O193A0232, ,27.671,88.006,0.05,6325, 
NP5O193A0233, ,27.683,88.031,0.35,6443, 
NP5O193A0236, ,27.59,87.964,0.04,5319, 
NP5O193A0243, ,27.619,88.009,0.06,5456, 
NP5O193A0249, ,27.687,88.052,0.44,5784, 
SU4G08005005, MIKEL'CHIRAN,43.37,42.48,4.5,4070, 
SU4G08005006, DJIKIUGANKEZ,43.35,42.48,27.8,4375, 
SU4G08005001, ULLUCHIRAN,43.38,42.42,12.4,4325, 
SU4G08005002, KARACHAUL,43.38,42.45,5.7,4347, 
SU4G08005003, ULUKOL,43.38,42.47,5.3,4370, 
SU4G08005026, TERSKOL,43.3,42.5,7.7,4262,19571208
SU4G08005027, GARABASHI,43.3,42.47,2.8,3775,19571208
SU4G08005028, MALYI AZAU,43.3,42.45,9.7,4315,19571208
SU4G08011093,203,42.57,44.4,0.2,3670, 
SU4G09401152, SHAKHDAG,41.27,48,1.6,3980, 
SU4H08004320, BITJUKTJUBE,43.37,42.4,2.1,3987, 
SU4X03001033, LUNNYY,80.62,46.7,343.3,191,19520809
SU4X03001045, LENINGRADSKIY,81.13,50.7,75.7,137, 
SU4X03001143, BRUSILOVA,80.63,50.6,139.7,208, 
SU4X03001147, ZANDERA,80.47,48.48,149,184, 
SU4X03001283, DZHEKSONA,80.22,52.72,81.4,222,19590101
SU4X03001304,7,80.27,54.28,11.1,154, 
SU4X03001310,3,80.52,53.38,32.3,85, 
SU4X03001323,12,80.47,54.33,6.2,186, 
SU4X03001334,8,80.48,54.88,6.1,196, 
SU4X03001352,6,80.37,54.77,1.7,150, 
SU4X03001359,5,80.4,55.2,2.1,204, 
SU4X03001374,9,80.27,55.4,15.6,190, 
SU4X03001385,6,80.4,55.93,3,210, 
SU4X03001520,34,81.02,55.07,23.1,217, 
SU4X03001618,12,80.8,58.53,44.8,310, 
SU4X03001642,16,80.98,58.43,22.4,237, 
SU4X03001649,3,81.07,58.68,2.6,135, 
SU4X03001665,10,81.17,57.63,37.4,225, 
SU4X03001708, VOSTOK5,81.25,55.92,39.2,240, 
SU4X03001756,5,81.62,58.53,13.8,120, 
SU4X03001758,1,81.65,58.8,0.6,14, 
SU4X03001771,13,81.78,58.43,28.8,230, 
SU4X03001808,30,80.17,56.85,5.2,260,19530808
SU4X03001823, GIDROGRAFOV,80.6,57.67,20.3,121, 
SU4X03001853,28,80.18,57.37,4.6,251,19530809
SU4X03001865,3,79.95,58.6,18.5,93,19520808
SU4X03001873,4,79.9,59.88,8.2,42, 
SU4X03001883, CHERNYSHEVA,79.97,59.47,59.7,171,19520808
SU4X03001894, ERMAK,80.17,60.12,15.4,90, 
SU4X03001917,21,80.55,59.9,172.6,300,19530808
SU4X03001954, VETRENYY,80.78,63.53,727.9,254,19530808
SU4X03001956,1,80.67,63.63,1.5,11, 
SU4X03001964, VOSTOK1,81,60.92,335.8,215, 
SU4X03001970, SUVOROVA,81.2,59.28,25.5,33, 
SU4X03001971, ADAMOVA,81.28,60.25,52.8,32, 
SU4X03001979, VOSTOK2,81.35,58.93,122.5,142,19530809
SU4X03001980,1,81.63,61.95,3.1,24, 
SU4X03001984,4,81.55,62.05,32.2,82, 
SU4X03001993, VOSTOK4,81.63,63.22,212,190,19530809
SU4X03001996, VIKTORIYA,80.15,36.78,10.7,52, 
SU4Y03002002,2,76.4,67.35,17.2,335, 
SU4Y03002003,3,76.52,66.23,12,445, 
SU4Y03002004,4,76.55,66.37,29.4,520, 
SU4Y03002005,5,76.57,66.78,138.6,540, 
SU4Y03002006,6,76.63,66.72,30.9,530, 
SU4Y03002007,7,76.65,66.43,51.7,320, 
SU4Y03002008,8,76.62,66.25,8.8,510, 
SU4Y03002009,9,76.65,66.08,4,335, 
SU4Y03002010,10,76.67,66.13,14,335, 
SU4Y03002011,11,76.72,66.53,44.7,395, 
SU4Y03002012,12,76.83,66.8,5.6,245, 
SU4Y03002021,21,75.32,58.75,24.6,750, 
SU4Y03002022,22,75.57,58.52,27.2,555, 
SU4Y03002023,23,75.62,58.87,14.3,475, 
SU4Y03002024,24,75.65,58.95,17,425, 
SU4Y03002025,25,75.68,58.98,47.8,485, 
SU4Y03002026,26,75.83,61,111.4,805, 
SU4Y03002027,27,75.95,61.13,6,520, 
SU4Y03002028,28,75.95,61.3,15.2,660, 
SU4Y03002029,29,75.97,61.27,56.3,580, 
SU4Y03002030,30,76,61.42,4.5,575, 
SU4Y03002031,31,76,61.27,7.6,630, 
SU4Y03002032,32,76.12,61.57,48.9,395, 
SU4Y03002033,33,76.28,64.23,28.6,430, 
SU4Y03002034,34,76.2,64.53,6.3,615, 
SU4Y03002035,35,76.18,64.48,6.8,585, 
SU4Y03002036,36,76.35,64.72,8.1,610, 
SU4Y03002037,37,76.47,65.68,19.2,470, 
SU4Y03002196,196,76.43,65.05,1.8,625, 
SU4Y03002197,197,76.43,65.32,2.8,630, 
SU4Y03002201,201,76.8,66.6,1.2,255, 
SU4Y03002248,248,74.2,56.53,1.7,550, 
SU4Y03002259,259,74.25,56.18,7.2,490, 
SU4Y03002480,480,74.03,55.6,0.7,645, 
SU4Y03002530,530,74.02,56.53,1.9,475, 
SU4Y03002546,546,74.12,56.53,0.6,500, 
SU5A13206074,74,45.05,79.85,0.9,3485, 
SU5A13206086,86,45,79.93,0.5,3520, 
SU5A13206089,89,45.05,79.93,0.2,3795, 
SU5A13206173,173,45.1,80.35,0.1,3440,19560108
SU5A13206175,175,45.1,80.35,0.1,3570,19560108
SU5A13206235,235,45.25,80.68,0.2,3520, 
SU5A13207001,1,45.27,80.78,0.8,3430,19611109
SU5A13207023,23,45.15,80.88,0.2,3975, 
SU5A13207106,106,45.32,81.53,0.6,3545, 
SU5A15102010,10,49.12,86.78,0.2,2985, 
SU5A15102019,19,49.08,86.67,0.1,3010, 
SU5A15103019,19,49.07,85.35,0.1,2745, 
SU5C16107001,1,80.9,79.82,311.1,145,19630401
SU5E17701001, MALYY,76.72,149.17,3.9,145,19560701
SU5E17701002, TOLLYA,76.68,148.92,47.9,210,19560701
SU5E17701006, DELONGA,76.65,148.65,12.9,235, 
SU5E17701009,1,77.08,156.57,6.2,205, 
SU5F20003144,144,55.85,160.62,0.9,2680, 
SU5X13201093,93,43.03,77.08,0.1,4140,19530000
SU5X13201200,200,43.13,77.45,0.6,4105, 
SU5X13201228,228,43.17,77.52,1.7,4065,19550000
SU5X13202003,3,43.08,77.63,0.2,4120,19550000
SU5X13202008,8,43.1,77.58,0.2,4160,19550000
SU5X13202009,9,43.08,77.58,0.1,4150,19550000
SU5X13202025,25,43.03,77.42,0.2,4215,19550000
SU5X13202033,33,43.1,77.43,1,4140,19550000
SU5X13202034,34,43.1,77.43,0.3,4225,19550000
SU5X13202036,36,43.12,77.4,0.3,4265,19550000
SU5X13202042,42,43.07,77.37,0.3,4315,19550000
SU5X13202047,47,43.05,77.35,0.1,4530,19550000
SU5X13202068,68,43,77.25,0.8,4295,19560000
SU5X13202091,91,42.93,77.38,0.2,4005,19560000
SU5X13202139,139,42.95,77.68,0.2,3810, 
SU5X13203024,24,42.45,79.87,0.2,3810, 
SU5X14104052,52,41.87,76.63,0.2,4215, 
SU5X14104054,54,41.88,76.63,0.1,4235, 
SU5X14104097,97,41.81,76.96,0.7,4100, 
SU5X14104158,158,41.91,77.49,0.2,4120, 
SU5X14104162,162,41.87,77.47,0.3,4290, 
SU5X14104186,186,41.83,77.23,0.4,4100, 
SU5X14104205,205,41.86,77.16,0.2,4040, 
SU5X14104223,223,41.85,77.28,0.1,4215, 
SU5X14104380,380,41.69,77.29,0.2,4280, 
SU5X14105205,205,41.4,77.44,0.2,4275, 
SU5X14105206,206,41.4,77.41,0.1,4330, 
SU5X14105207,207,41.4,77.4,0.2,4450, 
SU5X14105319,319,41.5,78.06,0.7,4290, 
SU5X14105346,346,41.75,78.16,0.2,4430, 
SU5X14105376,376,42,78.11,0.3,4250, 
SU5X14105377,377,42,78.1,0.7,4205, 
SU5X14105381,381,41.99,78.06,0.3,4260, 
SU5X14105382,382,42,78.06,0.3,4220, 
SU5X14105383,383,42.01,78.06,0.5,4330, 
SU5X14105384,384,41.99,78.04,0.3,4310, 
SU5X14105387,387,42.02,78.03,0.3,4400, 
SU5X14105388,388,42.01,78.03,0.6,4450, 
SU5X14105394,394,41.98,77.96,3.1,4330, 
SU5X14105396,396,41.96,77.92,8.3,4355, 
SU5X14105399,399,41.94,77.87,0.9,4330, 
SU5X14105401,401,41.92,77.81,1.6,4400, 
SU5X14105403,403,41.92,77.79,0.8,4400, 
SU5X14105404,404,41.92,77.78,0.5,4330, 
SU5X14105411,411,41.9,77.74,0.2,4265, 
SU5X14105452,452,41.82,77.97,2,4245, 
SU5X14105453,453,41.81,77.96,1.3,4425, 
SU5X14105455,455,41.83,77.92,0.8,4330, 
SU5X14105479,479,41.72,77.51,1.6,4200, 
SU5X14106055,55,41.38,76.93,0.1,4020, 
SU5X14106062,62,41.36,77.02,0.2,4450, 
SU5X14106066,66,41.32,77.15,0.2,4180, 
SU5X14106067,67,41.35,77.21,0.1,4160, 
AQ6C20100006, Highton Gl,-61.245,-54.095,16.788,727, 
